1A,AX-89816924,9.018
1A,AX-89779574,9.018
1A,AX-89817185,9.018
1A,AX-89817492,9.018
1A,AX-89778907,11.81
1A,AX-89904256,14.602
1A,AX-89904254,14.602
1A,AX-89875369,14.602
1A,AX-89875092,14.602
1A,AX-89860614,14.602
1A,AX-89849152,14.602
1A,AX-89847064,14.602
1A,AX-89834303,14.602
1A,AX-89817973,14.602
1A,AX-89779921,14.602
1A,AX-89812413,14.602
1A,AX-89869444,14.602
1A,AX-89779975,14.602
1A,AX-89793114,14.602
1A,AX-89862699,14.602
1A,AX-89891504,14.602
1A,AX-89779855,14.602
1A,AX-89779856,14.602
1A,AX-89779861,14.602
1A,AX-89779971,14.602
1A,AX-89780079,14.602
1A,AX-89803280,14.602
1A,AX-89804949,14.602
1A,AX-89817990,14.602
1A,AX-89818057,14.602
1A,AX-89818193,14.602
1A,AX-89860603,14.602
1A,AX-89860620,14.602
1A,AX-89875096,14.602
1A,AX-89875159,14.602
1A,AX-89875333,14.602
1A,AX-89818044,14.602
1A,AX-89847082,14.602
1A,AX-89817967,14.602
1A,AX-89847067,14.602
1A,AX-89904253,14.602
1A,AX-89818074,14.769
1A,AX-89860604,14.769
1A,AX-89818039,14.769
1A,AX-89779935,14.769
1A,AX-89779937,14.769
1A,AX-89779969,15.66
1A,AX-89867510,17.395
1A,AX-89780015,18.999
1A,AX-89847092,20.187
1A,AX-89780007,20.187
1A,AX-89780032,20.187
1A,AX-89818324,20.187
1A,AX-89847088,20.187
1A,AX-89875400,20.187
1A,AX-89780036,20.187
1A,AX-89818106,20.187
1A,AX-89847089,20.187
1A,AX-89780143,20.187
1A,AX-89780151,20.187
1A,AX-89780164,20.187
1A,AX-89818295,20.187
1A,AX-89860624,20.187
1A,AX-89875423,20.187
1A,AX-89875454,20.187
1A,AX-89904276,21.171
1A,AX-89875446,22.979
1A,AX-89847095,22.979
1A,AX-89875422,22.979
1A,AX-89875463,22.979
1A,AX-89875509,24.021
1A,AX-89780239,24.021
1A,AX-89818378,24.021
1A,AX-89910550,25.063
1A,AX-89875481,25.063
1A,AX-89904279,25.739
1A,AX-89806499,25.739
1A,AX-89780350,26.077
1A,AX-89806501,26.415
1A,AX-89847100,26.415
1A,AX-89818433,26.415
1A,AX-89818434,26.415
1A,AX-89847104,27.09
1A,AX-89875615,27.766
1A,AX-89875600,27.766
1A,AX-89818488,27.766
1A,AX-89803316,27.766
1A,AX-89875607,27.766
1A,AX-89780295,28.054
1A,AX-89875857,28.437
1A,AX-89875723,28.437
1A,AX-89847124,28.437
1A,AX-89818673,28.437
1A,AX-89818620,28.437
1A,AX-89818567,28.437
1A,AX-89806516,28.437
1A,AX-89780461,28.437
1A,AX-89780343,28.437
1A,AX-89780262,28.437
1A,AX-89780492,28.437
1A,AX-89818394,28.437
1A,AX-89875737,28.437
1A,AX-89780489,28.437
1A,AX-89818713,28.437
1A,AX-89875846,28.437
1A,AX-89780497,28.437
1A,AX-89803329,28.437
1A,AX-89803336,28.437
1A,AX-89818536,28.437
1A,AX-89875859,28.437
1A,AX-89847119,28.437
1A,AX-89818624,28.437
1A,AX-89780510,28.615
1A,AX-89780501,28.615
1A,AX-89780412,28.615
1A,AX-89780383,28.615
1A,AX-89818568,28.615
1A,AX-89780358,28.615
1A,AX-89875674,28.615
1A,AX-89875660,28.615
1A,AX-89780491,28.615
1A,AX-89818720,28.615
1A,AX-89818634,28.793
1A,AX-89806533,29.784
1A,AX-89780523,29.784
1A,AX-89780551,29.784
1A,AX-89803347,29.784
1A,AX-89851215,30.469
1A,AX-89875892,30.469
1A,AX-89818938,30.469
1A,AX-89780569,30.469
1A,AX-89818806,30.469
1A,AX-89847144,30.469
1A,AX-89803343,30.469
1A,AX-89780609,30.469
1A,AX-89780669,30.469
1A,AX-89806547,30.469
1A,AX-89818916,30.469
1A,AX-89875881,30.469
1A,AX-89876001,30.469
1A,AX-89862749,31.154
1A,AX-89876118,31.154
1A,AX-89876026,31.154
1A,AX-89876003,31.154
1A,AX-89875965,31.154
1A,AX-89875913,31.154
1A,AX-89818870,31.154
1A,AX-89806546,31.154
1A,AX-89780651,31.154
1A,AX-89780571,31.154
1A,AX-89818832,31.154
1A,AX-89875940,31.154
1A,AX-89875945,31.154
1A,AX-89875986,31.154
1A,AX-89780566,31.154
1A,AX-89818871,31.154
1A,AX-89875955,31.154
1A,AX-89876029,31.154
1A,AX-89803355,31.154
1A,AX-89818919,31.497
1A,AX-89806548,31.825
1A,AX-89780703,31.825
1A,AX-89876043,31.825
1A,AX-89876159,32.501
1A,AX-89875915,32.501
1A,AX-89860658,32.501
1A,AX-89850139,32.501
1A,AX-89803369,32.501
1A,AX-89780534,32.501
1A,AX-89871733,32.501
1A,AX-89871734,32.501
1A,AX-89819078,32.501
1A,AX-89847157,32.501
1A,AX-89904305,32.501
1A,AX-89819077,33.177
1A,AX-89847167,33.177
1A,AX-89862769,33.177
1A,AX-89819075,33.177
1A,AX-89819096,33.177
1A,AX-89847170,33.177
1A,AX-89780794,33.177
1A,AX-89847174,33.853
1A,AX-89864513,35.938
1A,AX-89780809,35.938
1A,AX-89818961,35.938
1A,AX-89841502,35.938
1A,AX-89898728,35.938
1A,AX-89898756,35.938
1A,AX-89906401,35.938
1A,AX-89798561,35.938
1A,AX-89841545,35.938
1A,AX-89841568,35.938
1A,AX-89876156,35.938
1A,AX-89898819,35.938
1A,AX-89779495,36.673
1A,AX-89808469,37.348
1A,AX-89864512,37.348
1A,AX-89798545,37.348
1A,AX-89805679,37.348
1A,AX-89898779,37.348
1A,AX-89906402,37.348
1A,AX-89841401,38.024
1A,AX-89808460,38.024
1A,AX-89808466,38.024
1A,AX-89808467,38.024
1A,AX-89864501,38.024
1A,AX-89841395,38.024
1A,AX-89862125,38.024
1A,AX-89898654,38.024
1A,AX-89859408,38.7
1A,AX-89850143,38.7
1A,AX-89841517,38.7
1A,AX-89906403,38.7
1A,AX-89906404,38.7
1A,AX-89906399,40.051
1A,AX-89898659,40.051
1A,AX-89850186,40.051
1A,AX-89841427,40.051
1A,AX-89798476,40.051
1A,AX-89841454,40.051
1A,AX-89805667,40.051
1A,AX-89816484,40.051
1A,AX-89898662,40.051
1A,AX-89898666,40.051
1A,AX-89841440,40.051
1A,AX-89808455,40.736
1A,AX-89906400,40.736
1A,AX-89906395,40.736
1A,AX-89841377,40.736
1A,AX-89798472,40.736
1A,AX-89798446,40.736
1A,AX-89808448,40.736
1A,AX-89798440,40.736
1A,AX-89841421,40.736
1A,AX-89898517,40.736
1A,AX-89898634,40.736
1A,AX-89906398,40.736
1A,AX-89841300,40.736
1A,AX-89898614,40.736
1A,AX-89906397,40.736
1A,AX-89906396,41.421
1A,AX-89898544,41.421
1A,AX-89808449,41.421
1A,AX-89778799,41.421
1A,AX-89808452,41.421
1A,AX-89841264,41.421
1A,AX-89816491,41.421
1A,AX-89816519,41.421
1A,AX-89841283,41.421
1A,AX-89898669,41.421
1A,AX-89841270,41.421
1A,AX-89872254,41.421
1A,AX-89898613,41.421
1A,AX-89806349,42.097
1A,AX-89873606,42.097
1A,AX-89778861,42.097
1A,AX-89778809,42.097
1A,AX-89778808,42.097
1A,AX-89816546,42.097
1A,AX-89816547,42.097
1A,AX-89904134,42.097
1A,AX-89846862,42.097
1A,AX-89873608,42.097
1A,AX-89873659,42.097
1A,AX-89904130,42.097
1A,AX-89904131,42.773
1A,AX-89873638,42.773
1A,AX-89806351,42.773
1A,AX-89816532,42.773
1A,AX-89816931,42.773
1A,AX-89778871,44.596
1A,AX-89778873,44.596
1A,AX-89803104,44.596
1A,AX-89778895,45.494
1A,AX-89778902,45.494
1A,AX-89862586,45.494
1A,AX-89817098,45.832
1A,AX-89778982,45.832
1A,AX-89779225,45.832
1A,AX-89803160,45.832
1A,AX-89816206,45.832
1A,AX-89816426,45.832
1A,AX-89816589,45.832
1A,AX-89817124,45.832
1A,AX-89846897,45.832
1A,AX-89862561,45.832
1A,AX-89862588,45.832
1A,AX-89873694,45.832
1A,AX-89873939,45.832
1A,AX-89874046,45.832
1A,AX-89778611,45.832
1A,AX-89778743,45.832
1A,AX-89778755,45.832
1A,AX-89778770,45.832
1A,AX-89778898,45.832
1A,AX-89778928,45.832
1A,AX-89778931,45.832
1A,AX-89779219,45.832
1A,AX-89803082,45.832
1A,AX-89803166,45.832
1A,AX-89816187,45.832
1A,AX-89816372,45.832
1A,AX-89816374,45.832
1A,AX-89816464,45.832
1A,AX-89816836,45.832
1A,AX-89817009,45.832
1A,AX-89817128,45.832
1A,AX-89846820,45.832
1A,AX-89860515,45.832
1A,AX-89860530,45.832
1A,AX-89873731,45.832
1A,AX-89873852,45.832
1A,AX-89874199,45.832
1A,AX-89874211,45.832
1A,AX-89874214,45.832
1A,AX-89910157,45.832
1A,AX-89846872,46.17
1A,AX-89816870,46.17
1A,AX-89904158,46.17
1A,AX-89846879,46.17
1A,AX-89816893,46.17
1A,AX-89778970,46.17
1A,AX-89778954,46.17
1A,AX-89873982,46.17
1A,AX-89873984,46.17
1A,AX-89778923,46.17
1A,AX-89816671,46.17
1A,AX-89816881,46.17
1A,AX-89848869,46.17
1A,AX-89846877,46.17
1A,AX-89779216,46.846
1A,AX-89904176,46.846
1A,AX-89846953,46.846
1A,AX-89846952,46.846
1A,AX-89846943,46.846
1A,AX-89846940,46.846
1A,AX-89817117,46.846
1A,AX-89806391,46.846
1A,AX-89874179,46.846
1A,AX-89874225,46.846
1A,AX-89873800,46.846
1A,AX-89874176,46.846
1A,AX-89817015,46.846
1A,AX-89817121,46.846
1A,AX-89846892,46.846
1A,AX-89846936,46.846
1A,AX-89846939,46.846
1A,AX-89846941,46.846
1A,AX-89904171,46.846
1A,AX-89904178,46.846
1A,AX-89904175,46.846
1A,AX-89817087,46.846
1A,AX-89873827,46.846
1A,AX-89874152,46.846
1A,AX-89904180,47.522
1A,AX-89860543,47.522
1A,AX-89862631,48.197
1A,AX-89860500,48.197
1A,AX-89846965,48.197
1A,AX-89846842,48.197
1A,AX-89806337,48.197
1A,AX-89779297,48.197
1A,AX-89778760,48.197
1A,AX-89809053,48.197
1A,AX-89869263,48.197
1A,AX-89873875,48.197
1A,AX-89806345,48.197
1A,AX-89817160,48.197
1A,AX-89846973,48.197
1A,AX-89803090,48.197
1A,AX-89817152,48.197
1A,AX-89846844,48.197
1A,AX-89846970,48.197
1A,AX-89854323,48.197
1A,AX-89873483,48.197
1A,AX-89904181,48.197
1A,AX-89904186,48.197
1A,AX-89817176,48.197
1A,AX-89846967,48.197
1A,AX-89873806,48.197
1A,AX-89904121,48.197
1A,AX-89904184,48.197
1A,AX-89904103,48.873
1A,AX-89873779,48.873
1A,AX-89846822,48.873
1A,AX-89846369,48.873
1A,AX-89816788,48.873
1A,AX-89816680,48.873
1A,AX-89816170,48.873
1A,AX-89816169,48.873
1A,AX-89806375,48.873
1A,AX-89806374,48.873
1A,AX-89779081,48.873
1A,AX-89778585,48.873
1A,AX-89817054,48.873
1A,AX-89803108,48.873
1A,AX-89873972,48.873
1A,AX-89903411,48.873
1A,AX-89854258,48.873
1A,AX-89873781,48.873
1A,AX-89903657,48.873
1A,AX-89846883,48.873
1A,AX-89846884,48.873
1A,AX-89846902,48.873
1A,AX-89846905,48.873
1A,AX-89904153,48.873
1A,AX-89910276,49.549
1A,AX-89874056,49.549
1A,AX-89904105,49.549
1A,AX-89816212,49.549
1A,AX-89779146,49.549
1A,AX-89778615,49.549
1A,AX-89906595,49.549
1A,AX-89779122,49.549
1A,AX-89846831,49.549
1A,AX-89873317,49.549
1A,AX-89816219,49.549
1A,AX-89779150,49.549
1A,AX-89816231,49.549
1A,AX-89816897,49.549
1A,AX-89816930,49.549
1A,AX-89816940,49.549
1A,AX-89846829,49.549
1A,AX-89874023,49.549
1A,AX-89874053,49.549
1A,AX-89816951,50.224
1A,AX-89779160,50.224
1A,AX-89860531,50.224
1A,AX-89874080,51.576
1A,AX-89872265,51.576
1A,AX-89904061,52.252
1A,AX-89872996,52.252
1A,AX-89862536,52.252
1A,AX-89846768,52.252
1A,AX-89846767,52.252
1A,AX-89846766,52.252
1A,AX-89816987,52.252
1A,AX-89816979,52.252
1A,AX-89779183,52.252
1A,AX-89779176,52.252
1A,AX-89778376,52.252
1A,AX-89874104,52.252
1A,AX-89806304,52.252
1A,AX-89815892,52.252
1A,AX-89816988,52.252
1A,AX-89846932,52.252
1A,AX-89904060,52.252
1A,AX-89904062,52.252
1A,AX-89904084,52.927
1A,AX-89862648,52.927
1A,AX-89840221,52.927
1A,AX-89817379,52.927
1A,AX-89806411,52.927
1A,AX-89779464,52.927
1A,AX-89873165,52.927
1A,AX-89806413,52.927
1A,AX-89816060,52.927
1A,AX-89873195,52.927
1A,AX-89778385,52.927
1A,AX-89778393,52.927
1A,AX-89815869,52.927
1A,AX-89873025,52.927
1A,AX-89779167,52.927
1A,AX-89797476,52.927
1A,AX-89815902,52.927
1A,AX-89873198,52.927
1A,AX-89897436,52.927
1A,AX-89778499,52.927
1A,AX-89803056,52.927
1A,AX-89816131,52.927
1A,AX-89860473,52.927
1A,AX-89873207,52.927
1A,AX-89873209,52.927
1A,AX-89874510,52.927
1A,AX-89904086,52.927
1A,AX-89840227,52.927
1A,AX-89846765,52.927
1A,AX-89846800,52.927
1A,AX-89873206,52.927
1A,AX-89779483,52.927
1A,AX-89803044,52.927
1A,AX-89816070,52.927
1A,AX-89816132,52.927
1A,AX-89846799,52.927
1A,AX-89847011,52.927
1A,AX-89849993,52.927
1A,AX-89873192,52.927
1A,AX-89904209,52.927
1A,AX-89904788,55.668
1A,AX-89904323,55.668
1A,AX-89904052,55.668
1A,AX-89895307,55.668
1A,AX-89874537,55.668
1A,AX-89873066,55.668
1A,AX-89873042,55.668
1A,AX-89872995,55.668
1A,AX-89815973,55.668
1A,AX-89815851,55.668
1A,AX-89803984,55.668
1A,AX-89803031,55.668
1A,AX-89780926,55.668
1A,AX-89780870,55.668
1A,AX-89780857,55.668
1A,AX-89779513,55.668
1A,AX-89779512,55.668
1A,AX-89904057,55.668
1A,AX-89904315,55.668
1A,AX-89817455,55.668
1A,AX-89819254,55.668
1A,AX-89862786,55.668
1A,AX-89876383,55.668
1A,AX-89895317,55.668
1A,AX-89779220,55.668
1A,AX-89817113,55.668
1A,AX-89846894,55.668
1A,AX-89803012,55.668
1A,AX-89803198,55.668
1A,AX-89817409,55.668
1A,AX-89838129,55.668
1A,AX-89860452,55.668
1A,AX-89876371,55.668
1A,AX-89906036,55.668
1A,AX-89795952,55.668
1A,AX-89806416,55.668
1A,AX-89815848,55.668
1A,AX-89815856,55.668
1A,AX-89815974,55.668
1A,AX-89816721,55.668
1A,AX-89846758,55.668
1A,AX-89847172,55.668
1A,AX-89847197,55.668
1A,AX-89856704,55.668
1A,AX-89862784,55.668
1A,AX-89874586,55.668
1A,AX-89876320,55.668
1A,AX-89881978,55.668
1A,AX-89904070,55.668
1A,AX-89904218,55.668
1A,AX-89904317,55.668
1A,AX-89904338,55.668
1A,AX-89803393,55.668
1A,AX-89805309,55.668
1A,AX-89812545,55.668
1A,AX-89815826,55.668
1A,AX-89815963,55.668
1A,AX-89815970,55.668
1A,AX-89815971,55.668
1A,AX-89815992,55.668
1A,AX-89817400,55.668
1A,AX-89819172,55.668
1A,AX-89819178,55.668
1A,AX-89819179,55.668
1A,AX-89819281,55.668
1A,AX-89838096,55.668
1A,AX-89838131,55.668
1A,AX-89838134,55.668
1A,AX-89846760,55.668
1A,AX-89846775,55.668
1A,AX-89846786,55.668
1A,AX-89846788,55.668
1A,AX-89846851,55.668
1A,AX-89847019,55.668
1A,AX-89847182,55.668
1A,AX-89849684,55.668
1A,AX-89849686,55.668
1A,AX-89849687,55.668
1A,AX-89872923,55.668
1A,AX-89873080,55.668
1A,AX-89873088,55.668
1A,AX-89873135,55.668
1A,AX-89873244,55.668
1A,AX-89874577,55.668
1A,AX-89874583,55.668
1A,AX-89876310,55.668
1A,AX-89876346,55.668
1A,AX-89876388,55.668
1A,AX-89895313,55.668
1A,AX-89895315,55.668
1A,AX-89895349,55.668
1A,AX-89904072,55.668
1A,AX-89904076,55.668
1A,AX-89904318,55.668
1A,AX-89904319,55.668
1A,AX-89904324,55.668
1A,AX-89904325,55.668
1A,AX-89904789,55.668
1A,AX-89803391,57.019
1B,AX-89780315,0
1B,AX-89874755,0.294
1B,AX-89874805,0.669
1B,AX-89818494,0.669
1B,AX-89817992,0.669
1B,AX-89874733,0.669
1B,AX-89779809,0.669
1B,AX-89780005,0.669
1B,AX-89817521,0.669
1B,AX-89874798,0.669
1B,AX-89874846,0.669
1B,AX-89779655,0.669
1B,AX-89779686,0.669
1B,AX-89803055,0.669
1B,AX-89818178,0.669
1B,AX-89874821,0.669
1B,AX-89817501,1.344
1B,AX-89812277,1.344
1B,AX-89811595,1.344
1B,AX-89780503,1.344
1B,AX-89779823,1.344
1B,AX-89779563,1.344
1B,AX-89779599,1.344
1B,AX-89817759,1.344
1B,AX-89803020,1.344
1B,AX-89812714,1.344
1B,AX-89817502,1.344
1B,AX-89817549,1.344
1B,AX-89817566,1.344
1B,AX-89817621,1.344
1B,AX-89818628,1.344
1B,AX-89817617,1.704
1B,AX-89817509,1.704
1B,AX-89874642,1.704
1B,AX-89867483,1.704
1B,AX-89874317,2.656
1B,AX-89874342,2.656
1B,AX-89779548,2.709
1B,AX-89817440,2.709
1B,AX-89874227,3.714
1B,AX-89779193,4.719
1B,AX-89817002,4.719
1B,AX-89875377,6.764
1B,AX-89873889,6.764
1B,AX-89834242,6.764
1B,AX-89816566,6.764
1B,AX-89778974,6.764
1B,AX-89778953,6.764
1B,AX-89778881,6.764
1B,AX-89818257,6.764
1B,AX-89778857,6.764
1B,AX-89779008,6.764
1B,AX-89816802,6.764
1B,AX-89847081,7.44
1B,AX-89818197,7.44
1B,AX-89818198,7.44
1B,AX-89780080,7.44
1B,AX-89780082,7.44
1B,AX-89818219,7.44
1B,AX-89780085,7.44
1B,AX-89834241,8.116
1B,AX-89780077,8.116
1B,AX-89875328,8.116
1B,AX-89818195,8.116
1B,AX-89818237,8.116
1B,AX-89873766,8.116
1B,AX-89834261,8.792
1B,AX-89834251,8.792
1B,AX-89834254,8.792
1B,AX-89834246,8.792
1B,AX-89891489,9.736
1B,AX-89875101,9.736
1B,AX-89875083,9.736
1B,AX-89834284,9.736
1B,AX-89793106,9.736
1B,AX-89793109,9.736
1B,AX-89834286,9.736
1B,AX-89779931,10.681
1B,AX-89779890,11.166
1B,AX-89818042,12.596
1B,AX-89818048,12.596
1B,AX-89875250,13.54
1B,AX-89818059,13.54
1B,AX-89779956,13.54
1B,AX-89779968,13.54
1B,AX-89875228,13.54
1B,AX-89898781,13.54
1B,AX-89779981,13.54
1B,AX-89898778,13.54
1B,AX-89779946,13.54
1B,AX-89875184,13.54
1B,AX-89875253,14.439
1B,AX-89780214,14.439
1B,AX-89818391,14.439
1B,AX-89875525,14.439
1B,AX-89780219,14.439
1B,AX-89803299,14.439
1B,AX-89818334,14.439
1B,AX-89875390,14.439
1B,AX-89875492,14.439
1B,AX-89780271,16.262
1B,AX-89780024,16.262
1B,AX-89806497,16.262
1B,AX-89875394,16.262
1B,AX-89875510,16.262
1B,AX-89875513,16.262
1B,AX-89780251,16.262
1B,AX-89818419,16.262
1B,AX-89818422,16.262
1B,AX-89875554,16.262
1B,AX-89780127,16.262
1B,AX-89780234,16.262
1B,AX-89803295,16.262
1B,AX-89818342,16.262
1B,AX-89780186,17.107
1B,AX-89867520,17.687
1B,AX-89875563,17.947
1B,AX-89806512,18.792
1B,AX-89875598,18.792
1B,AX-89818522,19.637
1B,AX-89780314,19.637
1B,AX-89780336,19.637
1B,AX-89806514,19.637
1B,AX-89818519,19.637
1B,AX-89818524,19.637
1B,AX-89780349,19.637
1B,AX-89875618,19.637
1B,AX-89875632,19.637
1B,AX-89904288,23.091
1B,AX-89847117,23.091
1B,AX-89780410,23.091
1B,AX-89780425,23.091
1B,AX-89818615,23.091
1B,AX-89875777,23.091
1B,AX-89910602,24.814
1B,AX-89780508,24.814
1B,AX-89875811,24.814
1B,AX-89818662,25.133
1B,AX-89875874,25.809
1B,AX-89904299,26.484
1B,AX-89818834,26.484
1B,AX-89847162,26.484
1B,AX-89819017,26.484
1B,AX-89818852,26.484
1B,AX-89780476,26.484
1B,AX-89780482,26.484
1B,AX-89847147,26.484
1B,AX-89818925,26.484
1B,AX-89904302,26.484
1B,AX-89819006,26.484
1B,AX-89876020,26.484
1B,AX-89875921,27.16
1B,AX-89780707,27.498
1B,AX-89818912,27.498
1B,AX-89818942,27.498
1B,AX-89860671,27.498
1B,AX-89847140,27.836
1B,AX-89847139,27.836
1B,AX-89803350,27.836
1B,AX-89904308,27.836
1B,AX-89780587,27.836
1B,AX-89818830,27.836
1B,AX-89780638,28.759
1B,AX-89818883,28.759
1B,AX-89818934,29.681
1B,AX-89780681,29.681
1B,AX-89876052,29.681
1B,AX-89876072,29.681
1B,AX-89876081,29.681
1B,AX-89780662,29.681
1B,AX-89876209,30.359
1B,AX-89780767,30.359
1B,AX-89819045,31.553
1B,AX-89780747,31.553
1B,AX-89819050,31.553
1B,AX-89780724,31.553
1B,AX-89780766,31.553
1B,AX-89876132,31.553
1B,AX-89876186,31.553
1B,AX-89819004,31.553
1B,AX-89876167,31.553
1B,AX-89876180,31.553
1B,AX-89876195,31.553
1B,AX-89897806,31.553
1B,AX-89780760,31.553
1B,AX-89819042,31.553
1B,AX-89819055,31.553
1B,AX-89819059,31.553
1B,AX-89876229,32.881
1B,AX-89807378,32.881
1B,AX-89819154,32.881
1B,AX-89876262,32.881
1B,AX-89819108,32.881
1B,AX-89819136,32.881
1B,AX-89780837,32.881
1B,AX-89819153,32.881
1B,AX-89876271,32.881
1B,AX-89898767,35.404
1B,AX-89841553,35.404
1B,AX-89841378,35.404
1B,AX-89808474,35.404
1B,AX-89841496,35.404
1B,AX-89798514,36.08
1B,AX-89841444,36.08
1B,AX-89798495,36.756
1B,AX-89898705,36.756
1B,AX-89798458,37.432
1B,AX-89798460,37.432
1B,AX-89798463,37.432
1B,AX-89841404,37.432
1B,AX-89841416,37.432
1B,AX-89898668,37.432
1B,AX-89898573,38.107
1B,AX-89898576,38.446
1B,AX-89841367,38.778
1B,AX-89898585,39.454
1B,AX-89873601,39.792
1B,AX-89841475,39.792
1B,AX-89798496,39.792
1B,AX-89850137,39.792
1B,AX-89898799,39.792
1B,AX-89798357,40.13
1B,AX-89778803,40.13
1B,AX-89778802,40.13
1B,AX-89867422,40.13
1B,AX-89873579,40.13
1B,AX-89812069,40.13
1B,AX-89898556,40.13
1B,AX-89873669,41.481
1B,AX-89806353,41.481
1B,AX-89872258,41.481
1B,AX-89816562,41.481
1B,AX-89816540,41.819
1B,AX-89816886,42.157
1B,AX-89779113,42.157
1B,AX-89778980,42.157
1B,AX-89778933,43.18
1B,AX-89779002,43.18
1B,AX-89816656,43.18
1B,AX-89874001,43.18
1B,AX-89779210,43.527
1B,AX-89846938,44.203
1B,AX-89817057,44.203
1B,AX-89779245,44.203
1B,AX-89779000,44.203
1B,AX-89817092,44.203
1B,AX-89816715,44.203
1B,AX-89862614,44.203
1B,AX-89873750,44.203
1B,AX-89778976,44.203
1B,AX-89779266,44.203
1B,AX-89779269,44.203
1B,AX-89803117,44.203
1B,AX-89816653,44.203
1B,AX-89816664,44.203
1B,AX-89873691,44.203
1B,AX-89873773,44.203
1B,AX-89817089,44.203
1B,AX-89846950,44.203
1B,AX-89779278,45.216
1B,AX-89779276,45.216
1B,AX-89815263,45.216
1B,AX-89874279,45.216
1B,AX-89873562,46.23
1B,AX-89846971,46.23
1B,AX-89817175,46.23
1B,AX-89779298,46.23
1B,AX-89851025,46.23
1B,AX-89873564,46.23
1B,AX-89904148,47.575
1B,AX-89816387,47.575
1B,AX-89873857,47.575
1B,AX-89904113,47.575
1B,AX-89816445,47.588
1B,AX-89778759,47.588
1B,AX-89873474,47.588
1B,AX-89873512,47.588
1B,AX-89778737,48.945
1B,AX-89816352,48.945
1B,AX-89816362,48.945
1B,AX-89846840,48.945
1B,AX-89903462,50.303
1B,AX-89873797,50.303
1B,AX-89846910,50.303
1B,AX-89816860,50.303
1B,AX-89778986,50.303
1B,AX-89779083,50.303
1B,AX-89846361,50.303
1B,AX-89873788,50.303
1B,AX-89903455,50.303
1B,AX-89906904,50.979
1B,AX-89903412,50.979
1B,AX-89873934,50.979
1B,AX-89816847,50.979
1B,AX-89779048,50.979
1B,AX-89873951,50.979
1B,AX-89816150,51.655
1B,AX-89778549,51.655
1B,AX-89778547,51.655
1B,AX-89874091,53.006
1B,AX-89873301,53.006
1B,AX-89846824,53.006
1B,AX-89816193,53.006
1B,AX-89806384,53.006
1B,AX-89778629,53.006
1B,AX-89778568,53.006
1B,AX-89778573,53.006
1B,AX-89873282,53.006
1B,AX-89797481,53.006
1B,AX-89862622,53.006
1B,AX-89874112,53.006
1B,AX-89778367,53.006
1B,AX-89778628,53.006
1B,AX-89816221,53.006
1B,AX-89816971,53.006
1B,AX-89874016,53.006
1B,AX-89897437,53.006
1B,AX-89778630,53.626
1B,AX-89816109,54.144
1B,AX-89815245,54.144
1B,AX-89816121,54.144
1B,AX-89816926,54.654
1B,AX-89846772,54.654
1B,AX-89779140,54.654
1B,AX-89778395,54.654
1B,AX-89779170,54.654
1B,AX-89816984,54.654
1B,AX-89874079,54.654
1B,AX-89779145,54.654
1B,AX-89787320,54.654
1B,AX-89803144,54.654
1B,AX-89816967,54.654
1B,AX-89816976,54.654
1B,AX-89816995,54.654
1B,AX-89873034,54.654
1B,AX-89873040,54.654
